word,rank,score
pools,0.00569,0.06749
poons,0.00014,0.06889
poops,0.00008,0.02439
poopy,0.00015,0.00801
poori,0,0.00444
poort,0.00003,0.01152
poots,0,0.07852
poove,0,0.00522
poovy,0,0.00446
popes,0.00042,0.0746
poppa,0.00019,0.00154
popsy,0,0.00543
porae,0,0.08751
poral,0.00003,0.02735
pored,0.00005,0.10241
porer,0,0.04186
pores,0.00063,0.49198
porge,0,0.03442
porgy,0.00012,0.02937
porin,0.00005,0.025
porks,0,0.10594
porky,0.00018,0.03479
porno,0.0301,0.00819
porns,0.00025,0.16675
porny,0.00001,0.05477
porta,0.00075,0.03268
ports,0.01563,0.19006
porty,0,0.06242
posed,0.00294,0.04543
poses,0.00267,0.10912
posey,0.00041,0.07168
posho,0,0.00109
posts,0.17675,0.04216
potae,0,0.04496
potch,0.00003,0.00411
poted,0,0.05262
potes,0.00002,0.25277
potin,0,0.01284
potoo,0,0.00248
potsy,0,0.01841
potto,0,0.0032
potts,0.0008,0.04882
potty,0.00113,0.01604
pouff,0,0.00029
poufs,0,0.02747
pouke,0,0.02269
pouks,0,0.05894
poule,0.00003,0.03498
poulp,0,0.00169
poult,0.00003,0.01671
poupe,0,0.00948
poupt,0,0.00453
pours,0.00044,0.08441
pouts,0.00003,0.10575
powan,0,0.00691
powin,0,0.00566
pownd,0,0.00786
powns,0,0.03775
powny,0,0.0124
powre,0,0.01322
poxed,0,0.01138
poxes,0,0.05466
poynt,0,0.00546
poyou,0,0.00022
poyse,0,0.00747
pozzy,0,0.00052
praam,0,0.00243
prads,0,0.04626
prahu,0,0.00039
prams,0.00019,0.03949
prana,0.00036,0.00665
prang,0.00005,0.0028
praos,0,0.06837
prase,0,0.01947
prate,0.00002,0.03391
prats,0.00004,0.08811
pratt,0.00204,0.0081
praty,0,0.02894
praus,0,0.03939
prays,0.00031,0.01061
predy,0,0.01085
preed,0,0.01695
prees,0,0.08144
preif,0,0.00128
prems,0,0.0282
premy,0,0.00926
prent,0.00004,0.01015
preon,0,0.00655
preop,0.00002,0.00091
preps,0.00057,0.01466
presa,0.00008,0.00621
prese,0.00004,0.00695
prest,0.00007,0.00664
preve,0,0.00209
prexy,0.00001,0.00028
preys,0.00007,0.00758
prial,0,0.01076
pricy,0.00006,0.01111
prief,0,0.00402
prier,0.00002,0.01647
pries,0.00004,0.19355
prigs,0,0.03518
prill,0.00002,0.00387
prima,0.00255,0.00576
primi,0.00013,0.00119
primp,0.00005,0.00062
prims,0,0.03351
primy,0,0.01101
prink,0,0.00427
prion,0.00033,0.00779
prise,0.00026,0.01652
priss,0.00006,0.02146
proas,0,0.0844
probs,0.00044,0.01904
prods,0.00036,0.03705
proem,0.00001,0.00842
profs,0.00029,0.01833
progs,0.00034,0.03319
proin,0.00008,0.00928
proke,0,0.01514
prole,0.00006,0.02334
proll,0,0.00365
promo,0.00539,0.00155
proms,0.00032,0.03162
pronk,0.00006,0.00403
props,0.00247,0.01644
prore,0,0.01084
proso,0.00003,0.00199
pross,0.00002,0.02026
prost,0.00013,0.00745
prosy,0,0.01331
proto,0.00183,0.00347
proul,0,0.00379
prows,0,0.01007
proyn,0,0.00114
prunt,0,0.00766
pruta,0,0.00817
pryer,0.00001,0.00335
pryse,0.00001,0.00336
pseud,0.00005,0.00058
pshaw,0.00003,0.00002
psion,0.00084,0.00077
psoae,0,0.00321
psoai,0,0.00059
psoas,0.00003,0.00418
psora,0,0.00096
psych,0.00116,0.00006
psyop,0.00003,0.00002
pubco,0,0.00134
pubes,0.00019,0.07776
pubis,0.00005,0.02944
pucan,0,0.00566
pucer,0,0.01553
puces,0.00004,0.09126
pucka,0.00004,0.00338
pucks,0.00016,0.01965
puddy,0.00004,0.00302
pudge,0.00009,0.00635
pudic,0,0.00111
pudor,0,0.00463
pudsy,0.00003,0.00661
pudus,0,0.00784
puers,0,0.06332
puffa,0.00001,0.00036
puffs,0.00041,0.00208
puggy,0.00002,0.00252
pugil,0,0.00384
puhas,0,0.01291
pujah,0,0.00046
pujas,0.00002,0.00495
pukas,0,0.02883
puked,0.00006,0.01299
puker,0,0.01062
pukes,0.00003,0.06239
pukey,0,0.02049
pukka,0.00007,0.00116
pukus,0,0.00539
pulao,0,0.00896
pulas,0,0.09123
puled,0,0.0411
puler,0,0.0336
pules,0,0.19743
pulik,0,0.00486
pulis,0.00001,0.07474
pulka,0,0.00731
pulks,0,0.04251
pulli,0,0.00232
pulls,0.00314,0.03278
pully,0.00003,0.01077
pulmo,0.00002,0.00336
pulps,0.0001,0.01777
pulus,0,0.01705
pumas,0.00012,0.05487
pumie,0,0.0173
pumps,0.00771,0.01069
punas,0,0.10328
punce,0,0.01504
punga,0,0.00698
pungs,0,0.04062
punji,0,0.0002
punka,0,0.00828
punks,0.00048,0.04813
punky,0.00015,0.01581
punny,0.00002,0.01244
punto,0.00088,0.00848
punts,0.0003,0.08634
punty,0,0.02836
pupae,0.0001,0.00752
pupas,0,0.01953
pupus,0,0.00486
purda,0,0.00972
pured,0,0.05801
pures,0.00002,0.27868
purin,0.00002,0.01416
puris,0,0.1055
purls,0.00003,0.09253
purpy,0,0.00824
purrs,0.0001,0.04297
pursy,0,0.0203
purty,0.00006,0.03536
puses,0,0.06181
pusle,0,0.0158
putid,0,0.01128
puton,0,0.00576
putti,0.00003,0.00196
putto,0,0.00272
putts,0.00016,0.02766
puzel,0,0.00398
pwned,0.00009,0.0064
pyats,0,0.02503
pyets,0,0.01787
pygal,0,0.00106
pyins,0,0.01863
pylon,0.00023,0.00179
pyned,0,0.01048
pynes,0,0.05036
pyoid,0,0.00409
pyots,0,0.02004
pyral,0,0.00349
pyran,0.00002,0.00389
pyres,0.00002,0.06279
pyrex,0.00054,0.00111
pyric,0.00002,0.00076
pyros,0.00007,0.01882
pyxed,0,0.00145
pyxes,0,0.00698
pyxie,0,0.00102
pyxis,0.00004,0.00264
pzazz,0,0
qadis,0,0.00597
qaids,0,0.0086
qajaq,0,0
qanat,0,0.00165
qapik,0,0.00036
qibla,0.00003,0.00047
qophs,0,0.00138
qorma,0,0.00133
quads,0.00102,0.00531
quaff,0.00002,0.00003
quags,0,0.00476
quair,0,0.00169
quais,0.00003,0.00992
quaky,0,0.00185
quale,0.00009,0.00335
quant,0.00042,0.00163
quare,0.00005,0.00311
quass,0,0.00291
quate,0.00006,0.0039
quats,0,0.01012
quayd,0,0.00025
quays,0.00021,0.00122
qubit,0.00018,0.00049
quean,0,0.00116
queme,0,0.00062
quena,0,0.00109
quern,0.00003,0.00077
queyn,0,0.00012
queys,0,0.00087
quich,0,0.00036
quids,0.00004,0.00451
quiff,0,0.00002
quims,0,0.00385
quina,0.00003,0.0013
quine,0.00015,0.0029
quino,0.00001,0.00074
quins,0.00006,0.00754
quint,0.00025,0.00139
quipo,0,0.00039
quips,0.00018,0.004
quipu,0,0.00003
quire,0.00012,0.00264
quirt,0.00002,0.00126
quist,0.00007,0.00091
quits,0.00079,0.00859
quoad,0,0.00202
quods,0,0.00426
quoif,0,0.00016
quoin,0.00006,0.00107
quoit,0.00003,0.00146
quoll,0.00002,0.00042
quonk,0,0.00046
quops,0,0.00378
qursh,0,0.00052
quyte,0,0.00067
rabat,0.00028,0.00462
rabic,0,0.00132
rabis,0,0.04119
raced,0.00079,0.02658
races,0.00792,0.1277
rache,0.00005,0.00497
racks,0.00606,0.0275
racon,0,0.00514
radge,0,0.00889
radix,0.00042,0.00085
radon,0.00094,0.00511
raffs,0,0.00291
rafts,0.00037,0.0224
ragas,0.00007,0.02725
ragde,0,0.00921
raged,0.00026,0.02455
ragee,0,0.02269
rager,0.00005,0.01003
rages,0.00029,0.11792
ragga,0.00038,0.00123
raggs,0.00003,0.01072
raggy,0.00002,0.00352
ragis,0,0.04464
ragus,0.00002,0.02036
rahed,0,0.00814
rahui,0,0.00048
raias,0,0.07888
raids,0.001,0.06925
raiks,0,0.07351
raile,0,0.04363
rails,0.00356,0.11336
raine,0.00043,0.04454
rains,0.00178,0.11571
raird,0.00003,0.01096
raita,0.00003,0.01134
raits,0,0.13188
rajas,0.00004,0.00346
rajes,0,0.01498
raked,0.0002,0.01817
rakee,0,0.0168
raker,0.00005,0.00743
rakes,0.00032,0.0873
rakia,0,0.00284
rakis,0,0.03305
rakus,0,0.01508
rales,0.00002,0.27624
ramal,0,0.00462
ramee,0.00001,0.03197
ramet,0,0.03054
ramie,0.00008,0.02421
ramin,0.0001,0.00844
ramis,0.00008,0.06289
rammy,0,0.00472
ramps,0.00135,0.02991
ramus,0.00007,0.02869
ranas,0,0.07226
rance,0.00017,0.02105
rands,0.00021,0.06343
ranee,0.00002,0.06018
ranga,0.0001,0.00489
rangi,0.00005,0.00403
rangs,0,0.05683
rangy,0.00002,0.01867
ranid,0,0.02464
ranis,0,0.11838
ranke,0.00002,0.02592
ranks,0.00589,0.06734
rants,0.0029,0.12081
raped,0.00166,0.02461
raper,0.0001,0.01006
rapes,0.00058,0.11825
raphe,0.00006,0.00461
rappe,0.00002,0.0041
rared,0,0.04058
raree,0,0.05003
rares,0.00015,0.19496
rarks,0,0.04198
rased,0,0.03601
raser,0.00005,0.01472
rases,0,0.08649
rasps,0.00005,0.01557
rasse,0,0.00738
rasta,0.00042,0.00574
ratal,0,0.00557
ratan,0.00005,0.00621
ratas,0,0.04629
ratch,0,0.00326
rated,0.04818,0.0417
ratel,0.00001,0.0241
rater,0.00027,0.01705
rates,0.11175,0.20034
ratha,0.00002,0.00174
rathe,0.00004,0.0078
raths,0.00001,0.02028
ratoo,0,0.00295
ratos,0.00001,0.06005
ratus,0,0.0346
rauns,0,0.07353
raupo,0,0.00384
raved,0.00012,0.01627
ravel,0.00042,0.0094
raver,0.00023,0.00665
raves,0.00112,0.07818
ravey,0,0.02568
ravin,0.0001,0.00397
rawer,0.00001,0.00751
rawin,0,0.00449
rawly,0,0.00963
rawns,0,0.02992
raxed,0,0.00902
raxes,0,0.04333
rayah,0,0.00149
rayas,0,0.01603
rayed,0.00007,0.01444
rayle,0.00002,0.00887
rayne,0.00023,0.00905
razed,0.00016,0.00963
razee,0,0.0089
razer,0.00028,0.00394
razes,0,0.04626
razoo,0,0.00068
readd,0.00002,0.00611
reads,0.01074,0.05868
reais,0.00008,0.1095
reaks,0,0.06229
realo,0,0.00944
reals,0.00063,0.09605
reame,0,0.00964
reams,0.00021,0.05008
reamy,0.00001,0.01645
reans,0,0.09804
reaps,0.00012,0.05207
rears,0.00021,0.0446
reast,0.00001,0.01179
reata,0.00001,0.00961
reate,0.00002,0.02151
reave,0,0.00372
rebbe,0.00026,0.00105
rebec,0,0.00126
rebid,0.00003,0.00616
rebit,0,0.00544
rebop,0,0.00087
rebuy,0.00005,0.00444
recal,0.00002,0.0051
recce,0.00006,0.00206
recco,0.00002,0.00079
reccy,0,0.00264
recit,0.00003,0.00639
recks,0,0.01977
recon,0.00159,0.00369
recta,0.00007,0.0061
recti,0.00001,0.00251
recto,0.00015,0.00348
redan,0.00008,0.00567
redds,0.00003,0.00926
reddy,0.00079,0.00304
reded,0,0.00634
redes,0.00016,0.04567
redia,0,0.00595
redid,0.00006,0.0036
redip,0,0.00129
redly,0,0.00996
redon,0.00006,0.00367
redos,0,0.02738
redox,0.00047,0.00049
redry,0,0.00463
redub,0,0.00024
redux,0.00079,0.00028
redye,0,0.00082
reech,0,0.00168
reede,0.00001,0.00538
reeds,0.00083,0.02095
reefs,0.00127,0.01036
reefy,0,0.0034
reeks,0.00015,0.02224
reeky,0,0.00731
reels,0.00193,0.0343
reens,0,0.03501
reest,0,0.00421
reeve,0.00065,0.00177
refed,0,0.00434
refel,0,0.00251
reffo,0,0.00021
refis,0,0.01578
refix,0,0.00028
refly,0,0.00455
refry,0,0.00211
regar,0.00001,0.00333
reges,0,0.04239
reggo,0,0.00076
regie,0.00008,0.00618
regma,0,0.00252
regna,0,0.00494
regos,0,0.02542
regur,0,0.00125
rehem,0,0.00065
reifs,0,0.02463
reify,0.00003,0.00809
reiki,0.0016,0.00187
reiks,0,0.05286
reink,0,0.00541
reins,0.00061,0.0832
reird,0,0.00788
reist,0.00002,0.01001
reive,0,0.00315
rejig,0,0.00015
rejon,0,0.00043
reked,0,0.00653
rekes,0,0.03139
rekey,0.00005,0.01031
relet,0.00001,0.01826
relie,0,0.01447
relit,0,0.01382
rello,0,0.00324
reman,0.00014,0.00741
remap,0.00012,0.00205
remen,0.00001,0.00802
remet,0,0.01098
remex,0,0.00106
remix,0.00581,0.0008
renay,0.00002,0.03413
rends,0.00004,0.04561
reney,0,0.03693
renga,0.00004,0.00703
renig,0,0.00308
renin,0.00025,0.00571
renne,0.00004,0.00978
renos,0.00002,0.0674
rente,0.00003,0.01672
rents,0.00171,0.08686
reoil,0,0.01055
reorg,0.00031,0.00129
repeg,0,0.00154
repin,0.00003,0.00432
repla,0,0.00485
repos,0.00027,0.02549
repot,0.00006,0.00469
repps,0,0.00765
repro,0.00064,0.00129
reran,0.00002,0.00869
rerig,0,0.00192
resat,0,0.01057
resaw,0,0.00093
resay,0,0.01888
resee,0,0.01596
reses,0,0.04146
resew,0,0.00101
resid,0.00107,0.0098
resit,0.00007,0.00866
resod,0,0.00776
resow,0,0.0006
resto,0.0002,0.00472
rests,0.00216,0.02402
resty,0,0.01578
resus,0.00002,0.01074
retag,0,0.00241
retax,0,0.00118
retem,0,0.00332
retia,0,0.00938
retie,0,0.01049
retox,0,0.00077
revet,0,0.00517
revie,0.00006,0.0041
rewan,0,0.00394
rewax,0,0.00052
rewed,0,0.00661
rewet,0,0.00583
rewin,0,0.00322
rewon,0,0.00255
rewth,0,0.00228
rexes,0,0.01558
rezes,0,0.01663
rheas,0,0.03202
rheme,0,0.00231
rheum,0.00018,0.00055
rhies,0,0.08233
rhime,0,0.00549
rhine,0.00095,0.01074
rhody,0.00005,0.00518
rhomb,0.00007,0.0002
rhone,0.00059,0.01014
rhumb,0.00002,0.00014
rhyne,0.00013,0.00218
rhyta,0,0.00111
riads,0.00002,0.04983
rials,0.00013,0.08157
riant,0,0.01531
riata,0.00002,0.00816
ribas,0.0001,0.0307
ribby,0.00002,0.00114
ribes,0.00007,0.06644
riced,0,0.01623
ricer,0.00004,0.00663
rices,0.00008,0.07797
ricey,0,0.02561
richt,0.00006,0.00145
ricin,0.00015,0.00198
ricks,0.00025,0.01679
rides,0.00527,0.07758
ridgy,0,0.00463
ridic,0,0.00047
riels,0.00002,0.05825
riems,0,0.03037
rieve,0,0.00225
rifer,0,0.00301
riffs,0.0007,0.00178
rifte,0,0.00526
rifts,0.00017,0.01368
rifty,0,0.00449
riggs,0.00071,0.00654
rigol,0,0.0026
riled,0.0001,0.03511
riles,0.00006,0.16868
riley,0.00362,0.0554
rille,0,0.01078
rills,0.00002,0.028
rimae,0,0.01804
rimed,0,0.02112
rimer,0.00003,0.00863
rimes,0.00032,0.10144
rimus,0,0.01752
rinds,0.00006,0.03873
rindy,0,0.01272
rines,0.00002,0.19096
rings,0.0235,0.0347
rinks,0.00023,0.04112
rioja,0.00027,0.00042
riots,0.00119,0.076
riped,0,0.01503
ripes,0,0.0722
ripps,0,0.0065
rises,0.00336,0.05281
rishi,0.00015,0.00038
risks,0.01566,0.01137
risps,0,0.00951
risus,0.00004,0.00912
rites,0.00113,0.12233
ritts,0.00005,0.02363
ritzy,0.00007,0.00218
rivas,0.00025,0.02206
rived,0.00005,0.00994
rivel,0.00001,0.00574
riven,0.00013,0.00641
rives,0.00016,0.04774
riyal,0.00034,0.00235
rizas,0,0.01305
roads,0.0123,0.07554
roams,0.00008,0.06447
roans,0.00002,0.12622
roars,0.00021,0.05742
roary,0,0.01886
roate,0,0.05537
robed,0.00011,0.02096
robes,0.0013,0.10071
roble,0.00004,0.01287
rocks,0.01013,0.02545
roded,0,0.01224
rodes,0.00004,0.1176
roguy,0,0.00619
rohes,0,0.03618
roids,0.00004,0.0641
roils,0,0.10493
roily,0,0.03446
roins,0,0.10711
roist,0,0.01289
rojak,0.00005,0.00042
rojis,0,0.00525
roked,0,0.01682
roker,0.00015,0.00688
rokes,0,0.08081
rolag,0,0.00428
roles,0.01074,0.2557
rolfs,0.00005,0.02566
rolls,0.00752,0.04245
romal,0,0.00855
roman,0.01421,0.00954
romeo,0.00407,0.00755
romps,0.00005,0.02768
ronde,0.00033,0.0226
rondo,0.00027,0.00288
roneo,0,0.01422
rones,0,0.28948
ronin,0.00071,0.00735
ronne,0.00005,0.01888
ronte,0,0.04304
ronts,0,0.11183
roods,0,0.03025
roofs,0.00127,0.01496
roofy,0,0.00491
rooks,0.00019,0.03211
rooky,0,0.01055
rooms,0.05336,0.02582
roons,0.00003,0.05054
roops,0,0.02684
roopy,0,0.00882
roosa,0.00002,0.00569
roose,0.00004,0.01273
roots,0.01028,0.0576
rooty,0.00005,0.01892
roped,0.00015,0.02278
roper,0.00078,0.00931
ropes,0.00194,0.10946
ropey,0.00002,0.03595
roque,0.00023,0.00026
roral,0,0.01003
rores,0,0.18047
roric,0,0.0022
rorid,0,0.01422
rorie,0.00002,0.0263
rorts,0,0.06972
rorty,0.00009,0.0229
rosed,0,0.03333
roses,0.01107,0.08006
roset,0.00002,0.02944
roshi,0.00008,0.00115
rosin,0.00021,0.00813
rosit,0,0.01114
rosti,0.00004,0.00439
rosts,0,0.03093
rotal,0,0.01031
rotan,0.00006,0.0115
rotas,0.00003,0.0857
rotch,0.00001,0.00301
roted,0,0.0386
rotes,0.00002,0.18545
rotis,0.00003,0.0702
rotls,0,0.06158
roton,0,0.00373
rotos,0,0.02779
rotte,0,0.01379
rouen,0.00036,0.02695
roues,0.00002,0.20082
roule,0.00005,0.02567
rouls,0,0.06668
roums,0,0.03477
roups,0.00002,0.03615
roupy,0,0.01187
roust,0,0.00819
routh,0.00009,0.00721
routs,0.00005,0.07758
roved,0.00003,0.01506
roven,0.00001,0.00971
roves,0.00002,0.07237
rowan,0.00164,0.00507
rowed,0.00014,0.01701
rowel,0,0.00983
rowen,0.00008,0.01097
rowie,0,0.01191
rowme,0,0.00545
rownd,0,0.00577
rowth,0.00003,0.00293
rowts,0,0.03157
royne,0,0.00838
royst,0,0.00262
rozet,0.00001,0.00787
rozit,0,0.00298
ruana,0,0.00615
rubai,0,0.00187
rubby,0,0.00098
rubel,0.00014,0.00686
rubes,0.00005,0.05705
rubin,0.00154,0.0029
ruble,0.00022,0.00729
rubli,0,0.00134
rubus,0.00012,0.00493
ruche,0,0.00261
rucks,0.00003,0.01442
rudas,0,0.03078
rudds,0.00001,0.00676
rudes,0,0.06661
rudie,0.00002,0.00971
rudis,0.00003,0.02522
rueda,0.00015,0.00525
ruers,0,0.02323
ruffe,0.00002,0.00059
ruffs,0.00003,0.00153
rugae,0,0.011
rugal,0,0.00344
ruggy,0,0.00185
ruing,0,0.0022
ruins,0.00258,0.06067
rukhs,0,0.00463
ruled,0.00456,0.03015
rules,0.07961,0.14484
rumal,0,0.00484
rumbo,0.00004,0.00089
rumen,0.00017,0.01169
rumes,0,0.08711
rumly,0,0.0095
rummy,0.00029,0.00248
rumpo,0,0.00154
rumps,0.00026,0.01568
rumpy,0,0.00515
runch,0,0.00266
runds,0,0.03326
runed,0.00001,0.03413
runes,0.00054,0.16397
rungs,0.00014,0.0298
runic,0.00015,0.002
runny,0.00031,0.00913
runts,0.00003,0.06334
runty,0,0.0208
rupia,0,0.00404
rurps,0,0.0184
rurus,0,0.01177
rusas,0.00002,0.02096
ruses,0.00002,0.04535
rushy,0,0.00301
rusks,0.00002,0.00976
rusma,0,0.0027
russe,0.00016,0.00387
rusts,0.00005,0.01752
ruths,0.00001,0.01063
rutin,0.00005,0.00534
rutty,0,0.00666
ryals,0.00003,0.01578
rybat,0,0.00109
ryked,0,0.00215
rykes,0,0.01031
rymme,0,0.00065
rynds,0,0.00749
ryots,0,0.0147
ryper,0,0.00119
saags,0,0.06058
sabal,0.00007,0.00752
sabed,0,0.05629
saber,0.00086,0.04602
sabes,0.00007,0.13522
sabha,0.00036,0.00235
sabin,0.0003,0.01374
sabir,0.00004,0.01742
sable,0.00122,0.03456
sabot,0.00011,0.0149
sabra,0.00014,0.00717
sabre,0.00097,0.0321
sacks,0.00147,0.03417
sacra,0.00013,0.00841
saddo,0.00005,0.00315
sades,0,0.15789
sadhe,0,0.0123
sadhu,0.00007,0.00054
sadis,0.00001,0.05977
sados,0,0.04733
sadza,0,0.00147
safed,0.00006,0.03
safes,0.00088,0.07206
sagas,0.00023,0.04515
sager,0.00042,0.04988
sages,0.00051,0.14656
saggy,0.00045,0.00875
sagos,0,0.04393
sagum,0,0.00233
saheb,0.00003,0.00145
sahib,0.00029,0.00055
saice,0,0.05711
saick,0,0.00966
saics,0,0.07419
saids,0,0.08606
saiga,0.00004,0.01326
sails,0.00131,0.14088
saims,0,0.07346
saine,0.00001,0.1107
sains,0.00005,0.14381
sairs,0,0.13083
saist,0,0.0173
saith,0.00098,0.03047
sajou,0,0.00019
sakai,0.00175,0.00356
saker,0.00005,0.03693
sakes,0.00018,0.1085
sakia,0,0.00706
sakis,0.00002,0.04107
sakti,0.00004,0.00594
salal,0.00003,0.01272
salat,0.00008,0.02917
salep,0.00001,0.02556
sales,0.14122,0.34332
salet,0,0.12623
salic,0,0.00836
salix,0.00021,0.00461
salle,0.00116,0.04388
salmi,0.00004,0.00843
salol,0,0.01238
salop,0.00005,0.00766
salpa,0,0.01063
salps,0,0.0618
salse,0.00001,0.02931
salto,0.00017,0.02606
salts,0.00175,0.13263
salue,0,0.04564
salut,0.00018,0.0218
saman,0.00007,0.01281
samas,0.00002,0.06361
samba,0.00476,0.0037
sambo,0.00011,0.00423
samek,0.00002,0.02688
samel,0,0.04967
samen,0.00006,0.05542
sames,0.00004,0.20648
samey,0.00002,0.13563
samfu,0,0.0007
sammy,0.002,0.01174
sampi,0,0.00527
samps,0,0.03717
sands,0.00361,0.07884
saned,0,0.1618
sanes,0.00001,0.38866
sanga,0.00005,0.01215
sangh,0.00009,0.01313
sango,0.00022,0.01388
sangs,0,0.07064
sanko,0.00002,0.01645
sansa,0.00018,0.00988
santo,0.00145,0.0295
sants,0.00006,0.15014
saola,0,0.02286
sapan,0,0.00911
sapid,0.00001,0.02316
sapor,0,0.01499
saran,0.00018,0.03006
sards,0.00005,0.0983
sared,0,0.20175
saree,0.00025,0.18653
sarge,0.00083,0.0678
sargo,0,0.01731
sarin,0.00022,0.04924
saris,0.00015,0.18345
sarks,0,0.10435
sarky,0.00002,0.06855
sarod,0.00003,0.06047
saros,0.00003,0.14526
sarus,0,0.08369
saser,0,0.03658
sasin,0.00001,0.01092
sasse,0.00005,0.01224
satai,0,0.00816
satay,0.00011,0.03779
sated,0.00007,0.10366
satem,0,0.02295
sates,0.00006,0.24899
satis,0.00019,0.09426
sauba,0,0.00483
sauch,0,0.00876
saugh,0,0.00911
sauls,0.00004,0.08953
sault,0.00073,0.03292
saunt,0.00003,0.0336
saury,0,0.05461
sauts,0,0.10416
saved,0.01601,0.04045
saver,0.00836,0.03307
saves,0.00562,0.09717
savey,0,0.06383
savin,0.00025,0.00987
sawah,0,0.00471
sawed,0.00014,0.04568
sawer,0,0.03734
saxes,0.00007,0.05385
sayed,0.00019,0.0359
sayer,0.0002,0.02935
sayid,0.00013,0.01359
sayne,0,0.0225
sayon,0,0.00694
sayst,0,0.00352
sazes,0,0.05749
scabs,0.0001,0.00406
scads,0.00004,0.0079
scaff,0,0.00008
scags,0,0.00708
scail,0,0.00355
scala,0.00089,0.00222
scall,0,0.00156
scams,0.00217,0.00674
scand,0.00036,0.00549
scans,0.00316,0.0132
scapa,0.00009,0.00121
scape,0.00029,0.0054
scapi,0,0.00099
scarp,0.00006,0.00089
scars,0.00137,0.01201
scart,0.00099,0.00441
scath,0,0.0028
scats,0.00005,0.01504
scatt,0,0.00277
scaud,0,0.0028
scaup,0.00007,0.0005
scaur,0,0.00229
scaws,0,0.00215
sceat,0,0.00472
scena,0.00007,0.00324
scend,0,0.00392
schav,0,0
schmo,0.00005,0.00013
schul,0.00003,0.00016
schwa,0.00005,0.00007
sclim,0,0.00093
scody,0,0.00415
scogs,0,0.00567
scoog,0,0.00034
scoot,0.00022,0.00172
scopa,0.00007,0.00193
scops,0.00003,0.00561
scots,0.00156,0.01205
scoug,0.00001,0.00039
scoup,0,0.0004
scowp,0,0.00013
scows,0,0.00172
scrab,0,0.00052
scrae,0,0.01343
scrag,0,0.00126
scran,0.00029,0.00468
scrat,0.00003,0.00641
scraw,0,0.00057
scray,0,0.01146
scrim,0.00012,0.00132
scrip,0.00027,0.00106
scrob,0,0.00034
scrod,0.00002,0.00471
scrog,0,0.00082
scrow,0,0.00037
scudi,0,0.0006
scudo,0.00001,0.00084
scuds,0.00003,0.00426
scuff,0.00018,0.00004
scuft,0,0.00077
scugs,0,0.00382
sculk,0,0.00091
scull,0.00014,0.00084
sculp,0.00002,0.00052
sculs,0,0.00697
scums,0.00002,0.00364
scups,0,0.00378
scurf,0.00001,0.00027
scurs,0,0.00647
scuse,0.00004,0.00179
scuta,0,0.00279
scute,0.00001,0.00624
scuts,0,0.00811
scuzz,0,0.00001
scyes,0,0.00672
sdayn,0,0.00023
sdein,0,0.00135
seals,0.00404,0.11937
seame,0,0.02396
seams,0.00108,0.06224
seamy,0.00003,0.04088
seans,0.00001,0.12185
seare,0,0.04267
sears,0.00399,0.11086
sease,0.00001,0.02046
seats,0.01392,0.13888
seaze,0,0.00751
sebum,0.00008,0.00155
secco,0.00003,0.00196
sechs,0.00004,0.01155
sects,0.00049,0.04408
seder,0.00026,0.01932
sedes,0.00001,0.07569
sedge,0.00029,0.00794
sedgy,0,0.01355
sedum,0.0001,0.00181
seeds,0.00913,0.03472
seeks,0.00829,0.03686
seeld,0,0.01775
seels,0,0.05684
seely,0.00014,0.028
seems,0.04506,0.02963
seeps,0.00015,0.03081
seepy,0,0.01518
seers,0.00011,0.05278
sefer,0.00013,0.00882
segar,0.00004,0.01657
segni,0.00006,0.00506
segno,0.00009,0.00702
segol,0,0.0076
segos,0,0.03159
sehri,0,0.00153
seifs,0,0.03061
seils,0,0.1013
seine,0.00091,0.0398
seirs,0,0.09407
seise,0,0.01736
seism,0.00002,0.00312
seity,0,0.07741
seiza,0,0.00569
sekos,0,0.02338
sekts,0,0.03014
selah,0.00017,0.0212
seles,0.00006,0.16457
selfs,0.00003,0.02477
sella,0.00012,0.01409
selle,0.00025,0.02103
sells,0.0072,0.05464
selva,0.00032,0.00567
semee,0,0.0381
semes,0.00002,0.09898
semie,0,0.02163
semis,0.00029,0.0562
senas,0,0.12914
sends,0.00612,0.05669
senes,0,0.18631
sengi,0,0.0072
senna,0.00035,0.01629
senor,0.00029,0.02851
sensa,0.00007,0.01066
sensi,0.00023,0.00439
sente,0.00005,0.04155
senti,0.00005,0.01531
sents,0.00008,0.10796
senvy,0,0.01225
senza,0.00039,0.00521
sepad,0,0.02033
sepal,0.00003,0.01175
sepic,0,0.00257
sepoy,0.00003,0.02081
septa,0.00017,0.01404
septs,0.00002,0.04082
serac,0.00004,0.01036
serai,0.00003,0.02283
seral,0.00005,0.03874
sered,0.00002,0.07253
serer,0,0.03953
seres,0.00004,0.2323
serfs,0.0001,0.03497
serge,0.00105,0.02438
seric,0,0.00848
serin,0.00003,0.03541
serks,0,0.07503
seron,0,0.02804
serow,0,0.00339
serra,0.00062,0.01847
serre,0.00031,0.02757
serrs,0,0.07163
serry,0,0.03529
servo,0.00129,0.00457
sesey,0,0.03385
sessa,0.00006,0.00393
setae,0.00009,0.03184
setal,0,0.0199
seton,0.00093,0.0144
setts,0.00005,0.04611
sewan,0,0.00979
sewar,0,0.01241
sewed,0.00014,0.01642
sewel,0.00002,0.00949
sewen,0,0.01059
sewin,0,0.00802
sexed,0.00013,0.00806
sexer,0,0.00659
